"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLC9A9",-1.48088688912708,6.17736365034043,-24.7239214188209,4.02153657569974e-43,3.67270012250443e-41,87.8552015057664
"KCNQ3",2.30516106460625,5.96343762306383,24.6813966431635,4.63279885589804e-43,4.2118819508374e-41,87.7136417313762
"EPPK1",-3.85090780503125,9.92001671776596,-24.6792296405887,4.66634670158434e-43,4.22335764475681e-41,87.7064231779334
"MYH11",-3.95763102409167,10.1097345620319,-24.6624433789466,4.93466120326622e-43,4.44626192256795e-41,87.6504900622502
"CNN1",-3.04848974790938,8.1779186901383,-24.656989206473,5.02515068509896e-43,4.507671834549e-41,87.6323102360803
"PTGIS",-3.72570660974792,8.93469411579787,-24.6472244041256,5.19136027851532e-43,4.6361603761626e-41,87.5997547541643
"MDK",3.15865894797709,7.74029211512766,24.6308029260313,5.48348125322615e-43,4.87546705435522e-41,87.5449845092333
"DSC3",-6.10013334306042,9.85908147415958,-24.6291873363672,5.51310239726117e-43,4.88030463525974e-41,87.5395945953719
"NPY1R",-3.19381523402083,6.37684698592553,-24.6262932848164,5.56656780627466e-43,4.90611519799308e-41,87.5299388321391
"MAPKAP1",-1.44699517982292,6.76369013287234,-24.5798834479473,6.49908246020347e-43,5.70308614322985e-41,87.3749808450917
"LHX3",4.14869640222708,6.10854761017021,24.5100891013442,8.20699845349644e-43,7.17064284791856e-41,87.1415344448567
"TYMS",3.51056090942501,9.15965925797872,24.449254245449,1.00619176334957e-42,8.75343463779496e-41,86.937652975614
"ABCA8",-4.505428808675,8.36966803409574,-24.4459767452,1.01730948681267e-42,8.81217054606869e-41,86.9266581215108
"HS3ST6",-3.48935492846979,7.1735019903617,-24.4207406734111,1.10717107851976e-42,9.54958712724975e-41,86.8419634578244
"MYOF",-3.72869369026146,8.0332666617766,-24.3656906707942,1.33199558363136e-42,1.14398582401837e-40,86.6569855144088
"DMKN",-6.50176361746249,10.6455153723191,-24.3518915721004,1.39523985822019e-42,1.19322568044314e-40,86.6105696461437
"CRCT1",-5.02610085109167,8.14788318891489,-24.3188169540859,1.55944557050572e-42,1.32802911179396e-40,86.4992378294252
"OSR2",-3.56254180087604,7.78532163629787,-24.3010145404456,1.65576603516298e-42,1.40413133981909e-40,86.4392672179229
"STMN1",2.85815446642916,8.17735068780851,24.2975909478814,1.67496664105443e-42,1.41447078311304e-40,86.4277305201784
"DOT1L",2.23114168899688,6.61087438269149,24.2284329073248,2.11477160560533e-42,1.77843480483052e-40,86.1944273619859
"NXT2",-2.39941962232396,6.7020616935,-24.2076301761143,2.26862481371832e-42,1.89990268113182e-40,86.1241538864397
"ABCA12",-3.6700873984375,6.76157306107447,-24.1988231273319,2.33711753174487e-42,1.94917533649614e-40,86.0943895089416
"TRAF3IP2",-2.25144422028542,7.96457885346809,-24.1934005988824,2.38032262992553e-42,1.97703916213115e-40,86.0760595232668
"CST6",-6.44255942482292,10.6776737985106,-24.1916590752316,2.39436883233137e-42,1.98055516979279e-40,86.0701719417474
"IL20RA",-3.23422646653021,6.77635886617021,-24.1793159503403,2.49634807405504e-42,2.05648135423073e-40,86.0284345192774
"FAM83C",-4.43176430270208,8.27620850990426,-24.1779730955046,2.50770383444063e-42,2.05743847522419e-40,86.0238928042052
"SYPL1",-2.81511644798854,9.30128201385106,-24.1568124716901,2.69368771538964e-42,2.20108093764005e-40,85.9523002559388
"FBLN1",-4.72547758002709,10.0450701035319,-24.1536056876799,2.72306253872656e-42,2.21611174270638e-40,85.9414467535529
"EGLN3",-3.55919602077396,7.71610428948936,-24.1445603549887,2.80767304188659e-42,2.27579377527699e-40,85.9108267222273
"HPGD",-3.82179341587708,8.88344515690425,-24.1070596521139,3.18771139015931e-42,2.57350315950342e-40,85.7837904109653
"GHR",-3.01566469456667,6.96224509388298,-24.082111979775,3.46889137014328e-42,2.78934798898812e-40,85.6991980828993
"SNRPE",2.47571293166771,8.06767250967021,24.0781311623607,3.5160189472726e-42,2.81602422273027e-40,85.6856940237999
"EPB41L4B",-2.48575938340938,6.57403650381915,-24.0675181789835,3.64484379726508e-42,2.9076633343953e-40,85.6496837853731
"TNIK",3.00554743462916,6.18495050830851,24.0619096355579,3.71483528289744e-42,2.95183151632752e-40,85.6306490955712
"MUC15",-4.74736788464792,8.02608875578723,-24.0362990331672,4.05208227981383e-42,3.20718339817578e-40,85.543688625377
"PCDH7",-3.68504848866146,7.71074915393617,-24.0083601672866,4.45534025267522e-42,3.51258329374e-40,85.4487451970929
"CD58",-2.44982919640209,7.2974842006383,-24.0016404837938,4.55822578278044e-42,3.57971482388551e-40,85.4258979357942
"LOC101927164",-2.8894996121052,7.86327994140426,-23.9800613367422,4.90511961038191e-42,3.82906473042431e-40,85.3524961198344
"NCK1",-2.04656631896771,8.18193980323404,-23.9795485800777,4.91367866610463e-42,3.82906473042431e-40,85.3507513827687
"CSNK1G2",1.47563654135729,7.44616276145745,23.975323882392,4.98477426283842e-42,3.86952688257184e-40,85.3363751314804
"CES1",-3.55091444274687,7.57779345221277,-23.969582234988,5.0830646855905e-42,3.93070860342042e-40,85.3168338751672
"MAPK14",-1.48329515031042,6.55066798709574,-23.9536467421146,5.3662298137772e-42,4.13384031799486e-40,85.2625807311117
"NEK2",3.67294341934375,6.81759529805319,23.9500967806439,5.43144811723573e-42,4.16817176236383e-40,85.250491129177
"MID2",-2.07442685298438,7.55514257519149,-23.939656022847,5.62793303185781e-42,4.3025974387116e-40,85.2149269338396
"CDKN2A",3.855515091025,5.57618205556383,23.9320228211762,5.77610670037477e-42,4.39921364277978e-40,85.1889189108258
"ABHD6",-2.39213350660417,6.42486983312766,-23.9276893162052,5.86197262482423e-42,4.44782682281306e-40,85.1741509979173
"ANKFY1",-1.51671821161875,6.47242666601064,-23.9141017940561,6.13964170712934e-42,4.64106324250904e-40,85.1278341771377
"F2RL1",-4.00303845029479,8.92061250046808,-23.8852163794696,6.77483707952467e-42,5.10210958119576e-40,85.0293064763895
"FEN1",2.77003585464687,8.66281075761702,23.8572616216251,7.45268081478511e-42,5.59172702174007e-40,84.9338705309689
"AKR1C3",-3.90108355982396,9.0531444478617,-23.8314740299545,8.13854054178113e-42,6.08370976869513e-40,84.8457609507953
"CWH43",-3.32727131982501,8.00685027905319,-23.825579128525,8.30406582227488e-42,6.18453728748981e-40,84.8256098457544
"CDCA5",2.92611761034167,6.78320760107447,23.8059079269107,8.88140054058827e-42,6.59019511436372e-40,84.7583396494342
"HOPX",-5.56234305974583,11.2246101876809,-23.7770821118681,9.80140136727694e-42,7.24621552365387e-40,84.659690130728
"MYO15A",4.53279532664375,6.11739288653192,23.7603118123867,1.03802878503795e-41,7.64618064540909e-40,84.6022577802427
"PLSCR4",-3.13507153672708,8.18840411082979,-23.7544286174277,1.0591439846602e-41,7.77334656087158e-40,84.5821029435234
"RIOK3",-2.45141864589479,8.07885082288298,-23.7488426147142,1.07959349167613e-41,7.8947229864128e-40,84.5629628842966
"LOR",-6.73532055473125,11.0097277572234,-23.7437498564511,1.09858426743256e-41,8.0045943211521e-40,84.5455100466429
"RAB7B",-2.9441998791,7.55532485921277,-23.7166722560057,1.20536417996538e-41,8.75103066339613e-40,84.4526697217383
"PTPN12",-1.91892263495417,5.83320458414894,-23.7035135732054,1.26097677306617e-41,9.12196925118085e-40,84.4075251087474
"N4BP2L1",-1.53960469914583,6.67457808995745,-23.6807373610898,1.36342577190766e-41,9.82786512657581e-40,84.3293418836122
"RUNDC3A",3.59591961439583,6.13213716042553,23.6215599803002,1.67064151941319e-41,1.19994867566962e-39,84.1259506918324
"E2F3",2.5367524448,7.81681414908511,23.5629196295693,2.04404191804591e-41,1.46293964652201e-39,83.9240416166878
"PSAPL1",-3.68991366400729,8.71295872721277,-23.5453567073891,2.17149265804651e-41,1.54866559425275e-39,83.8634987990543
"DNMBP",-1.94151689358542,8.04302483707447,-23.5431149650588,2.1883274336518e-41,1.5551764997674e-39,83.8557687322482
"PSORS1C2",-3.82594353170521,8.00160589868085,-23.5160464835009,2.40230547474345e-41,1.7012537332192e-39,83.7623881839833
"SDR16C5",-4.61561001033645,8.70600440012766,-23.5038100232058,2.50584709116988e-41,1.76837453989796e-39,83.7201495561675
"TP63",-4.40292180676875,9.60493157479787,-23.4985373620985,2.55183993782945e-41,1.79455698485059e-39,83.7019441508063
"LCE1B",-5.436193885875,10.032196666383,-23.4931491754784,2.5997205134948e-41,1.82188052513422e-39,83.6833368206024
"EFCAB14",-2.09658131323854,8.20880111745745,-23.487427585399,2.65155644863744e-41,1.85177729421624e-39,83.6635747654049
"MITF",-2.55718308325001,8.2248479126383,-23.4638045026864,2.87685176319726e-41,2.00218962540036e-39,83.5819452431728
"SMARCA2",-2.49711853907604,7.36666871187234,-23.4558728400552,2.95674999277742e-41,2.05072457402841e-39,83.5545241379606
"HIPK3",-2.35403433015313,5.9889747667766,-23.4508133790826,3.00888125428751e-41,2.07973460120838e-39,83.5370292381617
"AURKA",3.51370605476666,6.81580979389362,23.4115162622275,3.44667259467566e-41,2.37420453850986e-39,83.4010529177387
"SPTBN1",-2.47454972182917,7.47415579234043,-23.4003011202471,3.58302376482987e-41,2.45973362740004e-39,83.3622160881319
"PMP22",-3.00723174675,10.9941596384574,-23.3958909348026,3.63812091986168e-41,2.48909133984977e-39,83.3469404299243
"GATM",-3.37223024443646,8.98436442317021,-23.38776635831,3.74187019307844e-41,2.55142453063859e-39,83.3187937404287
"SPECC1L",1.26069998863646,8.439872863,23.3837100518465,3.79478036683661e-41,2.57878963447351e-39,83.3047384926898
"CLIC3",-4.34817205147187,8.51565587115958,-23.3822827672138,3.8135767301148e-41,2.58286641422506e-39,83.2997924840387
"GJB5",-3.08124916024479,7.42071374851064,-23.3511450670249,4.24785220425146e-41,2.86737127218753e-39,83.1918362221826
"CAST",-2.52866614375208,8.97929657701064,-23.3334644549253,4.51631270948543e-41,3.03842464718481e-39,83.1304905446616
"TRAM1",-2.1870258475375,9.79408107731915,-23.3322901324699,4.53473816592865e-41,3.04068506322053e-39,83.1264148679863
"MRGPRF",-2.95374438303542,7.84790830090426,-23.3239563647334,4.66769444631027e-41,3.11947274867153e-39,83.0974869523573
"TGFBR3",-3.12032431540625,9.9295983656383,-23.3214647663551,4.70820372246608e-41,3.1361609151991e-39,83.0888367560448
"NRCAM",3.49513427303437,6.4440660262766,23.3196859757665,4.73734072043222e-41,3.14518907106854e-39,83.0826608423233
"TMEM159",-2.48507585759583,8.53623346930851,-23.2939708154943,5.17946923911047e-41,3.42745008698251e-39,82.9933407872885
"CERS3",-3.05246552745625,7.59277813437234,-23.2880735797864,5.28659653175366e-41,3.48690777125438e-39,82.9728471498154
"CAPN3",-2.33229483738958,6.13736317896809,-23.2804551950211,5.42830575407266e-41,3.56871319330451e-39,82.9463668061943
"STX16",-1.59646975024375,7.02803652492553,-23.2691364702716,5.64595302779963e-41,3.69974902467792e-39,82.9070131998416
"CREBL2",-1.62029859254896,8.43936348692553,-23.2599350870417,5.82935868349199e-41,3.80757107795854e-39,82.8750112047707
"CXCR4",3.29433150143542,7.62662353160638,23.2467998070311,6.10164132447471e-41,3.97256215651204e-39,82.8293116145156
"CAMK4",3.72389913096041,5.71445071095745,23.2446095354648,6.148276019258e-41,3.99005321211204e-39,82.8216895398738
"EFR3B",2.96055283852604,6.49349817903192,23.2411918727143,6.22176330799057e-41,4.02480284760172e-39,82.8097951584703
"MYBL2",2.27110108463021,6.98891356129787,23.2390534049735,6.26819508850352e-41,4.04188439205325e-39,82.8023520827542
"MAP7D2",4.32841836638645,6.36387021997872,23.191339483858,7.40020146221968e-41,4.75663267872547e-39,82.6361533793932
"KCNC1",3.7168957758625,5.25675082415957,23.1850881900787,7.56306233475044e-41,4.84588213023074e-39,82.6143605976701
"GRTP1",-3.14458906381875,6.82436393480851,-23.1749113305555,7.83596485112324e-41,5.00485058829812e-39,82.5788738464863
"RNASE7",-3.92580345460938,6.86181311845745,-23.1722655221681,7.90852772102769e-41,5.03526230263413e-39,82.5696460824756
"GAN",-2.27251949033646,9.74260932793617,-23.1689299268391,8.00097517985368e-41,5.07810320927632e-39,82.5580114841538
"CTTNBP2NL",-2.25230098778125,6.97377275909574,-23.1617354457844,8.20410194265799e-41,5.19070186547543e-39,82.5329129799892
"UBE2S",3.63902334912396,8.63545656768085,23.1546958225046,8.40789179428898e-41,5.30301500262921e-39,82.5083493324861
"UTRN",-1.92891227599271,6.85627926851064,-23.1373641389172,8.93166150782947e-41,5.61581695366113e-39,82.4478505001898
"KRT10",-4.04539964498334,12.6577070606702,-23.1069040080039,9.93324446239069e-41,6.2261699684606e-39,82.3414466545084
"RAB15",2.99341187796145,7.77541728854255,23.0877034435157,1.06220747854574e-40,6.63731688529064e-39,82.2743236451322
"UBE2H",-2.33280621428854,7.16894234434043,-23.0663573602821,1.14446174258474e-40,7.12921955265054e-39,82.1996535584663
"THRB",-2.43677483490104,7.18388438698936,-23.0619922300364,1.1620579832843e-40,7.21655885434676e-39,82.1843779840951
"FBLN5",-3.43137488988958,8.47830561744681,-23.0580106071478,1.17834618018391e-40,7.29526409651896e-39,82.1704426856302
"TSPAN31",-1.61626109882812,8.03877807906383,-23.0423184799576,1.24481438818191e-40,7.68320758308116e-39,82.1155051052244
"CLU",-3.68566942046563,7.91972523814894,-23.0179323239455,1.35569668335376e-40,8.34208114638078e-39,82.0300773296773
"ZNF827",2.09129650101666,7.41941886126596,23.009472662608,1.39644717212711e-40,8.56671528116763e-39,82.0004270754355
"GDAP1",3.16496793858541,6.80428501789362,23.0013524152003,1.43672470778337e-40,8.78709538702781e-39,81.9719591628843
"CDH24",2.09038191592083,6.05056523546808,22.9937246470172,1.47562648048676e-40,8.99775506213421e-39,81.9452112926111
"GPR87",-4.0611894088198,8.02217174454255,-22.9777680818334,1.5604766337915e-40,9.4864758734379e-39,81.8892369575896
"DNAJB4",-1.75870469521667,6.67742488423404,-22.9723208339102,1.59055595777937e-40,9.63120007160299e-39,81.8701221513215
"ESPL1",2.25542766294375,7.31621118389362,22.9717347549841,1.59382689586057e-40,9.63120007160299e-39,81.8680653646907
"RNF157",3.41032575400833,6.11094519151064,22.9656678066859,1.62808813490158e-40,9.80886651543838e-39,81.8467718203768
"LPAR1",-3.94030615031042,8.68887671078723,-22.9645546315759,1.63445464831717e-40,9.8179161211266e-39,81.8428644083996
"PLA2R1",-2.92127025169896,6.11954090867021,-22.9496335241794,1.7222566570241e-40,1.03146308927945e-38,81.7904761334391
"GTSE1",3.95260693819167,6.06106847829787,22.9132402778826,1.95689924223031e-40,1.16852359189155e-38,81.6625976786149
"CLIC4",-2.38256685775521,7.51271102191489,-22.9122065759793,1.96401559365338e-40,1.16931347276419e-38,81.6589633643854
"FSD1",2.05826667947083,5.85091964967021,22.8949176668122,2.0869837419919e-40,1.23887037837125e-38,81.5981614209796
"SEPTIN3",2.73015499493541,6.47983126874468,22.8672270489681,2.3003286916044e-40,1.36151126048832e-38,81.5007109838314
"ANO10",-1.66735801875,7.57334388635106,-22.8429844329442,2.50510829237598e-40,1.47838013640422e-38,81.415326580002
"SHC2",2.36696154482708,7.83028888939362,22.8099526759954,2.81406918720551e-40,1.65587050744516e-38,81.2988832634514
"CDSN",-4.92141221110729,8.37128535351064,-22.806060563821,2.85291925323298e-40,1.67385085139539e-38,81.28515499661
"ASPRV1",-4.91922144615,10.3116132424255,-22.7866043884908,3.05539183475913e-40,1.78744850437518e-38,81.2165043919489
"KIF18B",2.89261434225312,7.23080040512766,22.7840557629167,3.08296690175854e-40,1.79836765832927e-38,81.2075085781563
"FGFBP2",-3.3171829753125,7.33338238315957,-22.7806922524342,3.11974332912797e-40,1.81457578131959e-38,81.195635403746
"CD207",-3.35101800696563,7.86789004375532,-22.778004593917,3.14944786537016e-40,1.82658926053925e-38,81.1861470968212
"ITGA6",-2.8998620653375,8.03470638674468,-22.7537325228384,3.43097107530794e-40,1.98416301469743e-38,81.1004231276639
"RHBDF1",-2.25475368219167,7.63411722612766,-22.7126625594615,3.96638895361751e-40,2.28724652145321e-38,80.955225993316
"UBE4B",-2.04908233670417,7.20304755805319,-22.6755177737029,4.52295799191677e-40,2.60076527495317e-38,80.8237469996848
"FLG",-6.9269050212875,10.1370727286915,-22.6634913766456,4.7195455067312e-40,2.70609622052147e-38,80.7811455827855
"ATP2C2",-2.26614547166354,6.77798729780851,-22.655807227783,4.84964365984777e-40,2.77199719921611e-38,80.7539175299094
"TPSB2",-4.8436328712573,9.50494851232979,-22.6550912606467,4.86194821643216e-40,2.77199719921611e-38,80.7513802388214
"CNTN2",3.942833682725,6.00217583271277,22.6500860850061,4.94885085792793e-40,2.81359596804392e-38,80.7336410017756
"LBR",2.06599581349479,9.68453374118085,22.6439246538083,5.05798378467149e-40,2.8675642338771e-38,80.711800018438
"LHFPL4",1.656534398725,6.36265274245745,22.6428455973823,5.07734462354437e-40,2.8704774940335e-38,80.7079745612029
"ADAM9",-2.22077822884375,6.5659057816383,-22.6410591970604,5.10956134649102e-40,2.88062225296727e-38,80.7016411567461
"CCND1",-2.97678625461563,8.49487365464894,-22.6314807734987,5.28585281996657e-40,2.97170940015001e-38,80.667676378585
"NTN4",-2.80493324103333,6.55430900209574,-22.6006107191952,5.89687631890921e-40,3.30601818734846e-38,80.5581436829251
"DUSP26",2.95324582098125,5.89532092723404,22.5931091266535,6.05582391588991e-40,3.38572559818299e-38,80.5315108384335
"OTUD3",1.88279858290313,7.20629171005319,22.5765104535778,6.42305857994886e-40,3.58112130715768e-38,80.4725587291088
"MALAT1",-3.79179004512917,7.23972915547872,-22.5737453658204,6.48638156588147e-40,3.60646388826958e-38,80.4627352578728
"ME1",-3.85416925695313,7.5620119287766,-22.5684961987589,6.60832979812917e-40,3.66417363504509e-38,80.4440843362306
"FABP7",-5.52863683962813,8.63400447148936,-22.5523915318171,6.99709659421191e-40,3.86910686468436e-38,80.3868436106263
"ASPHD1",2.76152362829687,6.56172125388298,22.5324721706057,7.5100268646284e-40,4.14138995105998e-38,80.3160048641233
"SOX12",2.22410149890521,6.0281329716383,22.5247848605676,7.71797562964624e-40,4.24446599817847e-38,80.2886549864129
"SYT7",2.10267648754479,6.36306701853191,22.5047957872875,8.28629943542568e-40,4.54462993220643e-38,80.2175074789145
"LGALSL",-3.03685343451667,8.28400038281915,-22.4660023578227,9.51261860980419e-40,5.20306724665794e-38,80.0793035400627
"KY",-2.15704417174167,6.39131727019149,-22.4624497589191,9.6336915783065e-40,5.25504857094486e-38,80.0666388914331
"CDC25A",2.60826325694792,6.47464861142553,22.4600202762201,9.71738236348789e-40,5.28641316016917e-38,80.0579772338911
"AKAP13",-2.9378282968448,9.04546301648936,-22.4409412614617,1.04006303995642e-39,5.63572480487397e-38,79.9899335516307
"MPHOSPH9",3.58783888289583,5.66220458406383,22.4405449171553,1.04153265234008e-39,5.63572480487397e-38,79.9885195969981
"ANGPTL1",-3.56501008040313,8.54099181960638,-22.4285239597707,1.08711458957038e-39,5.86664004312805e-38,79.9456266940836
"RXRA",-2.15508534505625,9.98165989242553,-22.4071688899105,1.1731112228773e-39,6.31384101635535e-38,79.8693886197093
"C5orf46",-4.39647771233021,9.23759981401064,-22.3794386662789,1.29510783409161e-39,6.95190463177417e-38,79.7703157881791
"OMD",-3.42646039020521,7.07992115830851,-22.3679425595777,1.34936467669078e-39,7.2239329627719e-38,79.7292182352135
"TMEM178B",3.71736133418437,5.93409467618085,22.3606889561737,1.38477257824068e-39,7.39387961551102e-38,79.7032797158582
"CENPO",2.09870809908125,5.63704301387234,22.3475169213665,1.45148468006817e-39,7.7296346432232e-38,79.6561622701877
